hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_id	lncipedia	gtrnadb	agr	mane_select	gencc
HGNC:57014	SSU72-AS1	SSU72 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	1p36.33	01p36.33					Antisense RNAs	1987	2024-01-18			2024-01-18	134006662	ENSG00000215014				NR_197593																														
HGNC:55372	ST3GAL1-DT	ST3GAL1 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	8q24.22	08q24.22					Divergent transcripts	1990	2020-11-11			2020-11-11	119545630	ENSG00000261220				NR_186508																									URS00025E9038					
HGNC:40529	ST3GAL3-AS1	ST3GAL3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	1p34.1	01p34.1					Antisense RNAs	1987	2020-03-27			2020-03-27	101929592	ENSG00000229444	OTTHUMG00000007703			NR_125986																									URS00005C9EA5					
HGNC:51129	ST3GAL5-AS1	ST3GAL5 antisense RNA 1 (head to head)	non-coding RNA	RNA, long non-coding	Approved	2p11.2	02p11.2					Antisense RNAs	1987	2014-07-30			2014-07-30	101928113	ENSG00000232504	OTTHUMG00000153169			NR_110569																									URS000075B96E	ST3GAL5-AS1		HGNC:51129		
HGNC:40828	ST3GAL6-AS1	ST3GAL6 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	3q12.1	03q12.1				ST3GAL6 antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2011-07-28		2012-08-15	2021-06-25	100874207	ENSG00000239445	OTTHUMG00000159044	uc031sas.2		NR_046683			32218309																						URS000075A9F4	ST3GAL6-AS1		HGNC:40828		
HGNC:41380	ST6GAL2-IT1	ST6GAL2 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	2q12.2	02q12.2				ST6GAL2 intronic transcript 1 (non-protein coding)	Intronic transcripts	1989	2011-08-23		2015-02-25	2015-02-25	100874354	ENSG00000238250	OTTHUMG00000153201	uc061mqq.1																											URS00000F44D2	ST6GAL2-IT1				
HGNC:16000	ST7-AS1	ST7 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	7q31.2	07q31.2	ST7AS1	ST7 overlapping transcript antisense 1	ST7OT1	"ST7 overlapping transcript 1 (antisense non-coding RNA)|ST7 overlapping transcript 1 (non-protein coding)|ST7 antisense RNA 1 (non-protein coding)"	Antisense RNAs	1987	2001-07-13	2011-04-28	2012-08-15	2020-09-09	93653	ENSG00000227199	OTTHUMG00000039524	uc003vim.5	AF400039	NR_002330			"12213198|30853182"																			st7ot			URS000075E6C1	ST7-AS1		HGNC:16000		
HGNC:16044	ST7-AS2	ST7 antisense RNA 2	non-coding RNA	RNA, long non-coding	Approved	7q31.2	07q31.2	ST7AS2	ST7 overlapping transcript antisense 2	ST7OT2	"ST7 overlapping transcript 2 (antisense non-coding RNA)|ST7 overlapping transcript 2 (non-protein coding)|ST7 antisense RNA 2 (non-protein coding)"	Antisense RNAs	1987	2001-07-13	2011-04-28	2012-08-15	2016-11-24	93654	ENSG00000226367	OTTHUMG00000039525	uc003viw.5	AF400043	NR_002331			12213198																			st7ot			URS000075CF02	ST7-AS2		HGNC:16044		
HGNC:16045	ST7-OT3	ST7 overlapping transcript 3	non-coding RNA	RNA, long non-coding	Approved	7q31.3	07q31.3	NCRNA00026	non-protein coding RNA 26	ST7OT3	ST7 overlapping transcript 3 (non-protein coding)	Overlapping transcripts	1988	2001-07-13	2011-08-19	2014-06-02	2016-11-24	93655				AF400044	NR_002332			12213198																			st7ot			URS00007E482A	ST7-OT3		HGNC:16045		
HGNC:18835	ST7-OT4	ST7 overlapping transcript 4	non-coding RNA	RNA, long non-coding	Approved	7q31.2	07q31.2	NCRNA00042	non-protein coding RNA 42	ST7OT4	ST7 overlapping transcript 4 (non-protein coding)	Overlapping transcripts	1988	2003-02-25	2011-08-19	2013-03-06	2019-06-28	338069	ENSG00000214188	OTTHUMG00000063631	uc064hil.1	BM413623	NR_002329			12213198																			st7ot			URS0000CCE06E			HGNC:18835		
HGNC:55267	ST8SIA5-DT	ST8SIA5 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	18q21.1	18q21.1					Divergent transcripts	1990	2020-10-01			2020-10-01	105372097	ENSG00000270112				XR_001753432																									URS0000EF6E42					
HGNC:44880	ST8SIA6-AS1	ST8SIA6 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	10p12.33	10p12.33	APAL	Aurora A/PLK1 associated lncRNA			Antisense RNAs	1987	2012-12-11			2019-07-11	100128098	ENSG00000204832	OTTHUMG00000017746	uc001ipf.2		NR_034129			31286138																						URS000075A563	ST8SIA6-AS1		HGNC:44880		
HGNC:33520	ST20	suppressor of tumorigenicity 20	non-coding RNA	RNA, long non-coding	Approved	15q25.1	15q25.1	HCCS-1	human cervical cancer suppressor 1			Long non-coding RNAs with non-systematic symbols	1992	2007-07-16			2023-03-15	400410	ENSG00000180953	OTTHUMG00000172078	uc059mie.1	AF249277	NR_037652		Q9HBF5	11857354																						URS0000EEACBF			HGNC:33520		
HGNC:27521	ST20-AS1	ST20 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	15q25.1	15q25.1	FLJ33788		C15orf37	chromosome 15 open reading frame 37	Antisense RNAs	1987	2005-10-24	2014-10-01	2014-10-01	2014-10-01	283687	ENSG00000259642	OTTHUMG00000172079		AK091107	NR_028330		Q8NBB2																							URS000075E767	ST20-AS1		HGNC:27521		
HGNC:55350	STAG1-DT	STAG1 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	3q22.3	03q22.3					Divergent transcripts	1990	2020-11-04			2020-11-04	119139906	ENSG00000261758				NR_185911																									URS00001441E9					
HGNC:55727	STAG2-AS1	STAG2 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	Xq25	Xq25					Antisense RNAs	1987	2021-07-16			2023-04-20	101928402	ENSG00000232412				NR_130770																									URS0000812202					
HGNC:49568	STAM-DT	STAM divergent transcript	non-coding RNA	RNA, long non-coding	Approved	10p12.33	10p12.33	locus3182	locus 3182	STAM-AS1	STAM antisense RNA 1 (head to head)	Divergent transcripts	1990	2014-01-11	2020-12-17	2020-12-17	2020-12-17	102723166	ENSG00000260589	OTTHUMG00000176135		AK123677	NR_110370			23382218																						URS000075C83C	STAM-AS1		HGNC:49568		
HGNC:44117	STARD4-AS1	STARD4 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	5q22.1	05q22.1				STARD4 antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2012-06-23		2012-08-15	2017-06-28	100505678	ENSG00000246859	OTTHUMG00000162858	uc021ych.1	CR749489	NR_040093			28621149																						URS00003CE153	STARD4-AS1		HGNC:44117		
HGNC:40827	STARD7-AS1	STARD7 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	2q11.2	02q11.2					Antisense RNAs	1987	2013-10-14			2014-11-19	285033	ENSG00000204685	OTTHUMG00000155209			NR_046322																									URS000075C0AB	STARD7-AS1		HGNC:40827		
HGNC:40873	STARD13-AS	STARD13 antisense RNA	non-coding RNA	RNA, long non-coding	Approved	13q13.1	13q13.1			STARD13-AS2	"STARD13 antisense RNA 2 (non-protein coding)|STARD13 antisense RNA 2"	Antisense RNAs	1987	2011-05-18	2013-02-18	2013-02-18	2016-10-05	100874241	ENSG00000236581	OTTHUMG00000016710	uc058wiv.1		NR_046693																									URS000075B77B	STARD13-AS		HGNC:40873		
HGNC:41453	STARD13-IT1	STARD13 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	13q13.1	13q13.1				STARD13 intronic transcript 1 (non-protein coding)	Intronic transcripts	1989	2011-05-04		2015-02-25	2015-02-25	100874373	ENSG00000230300	OTTHUMG00000016706	uc058whh.1																											URS00000AFC92	STARD13-IT1				
HGNC:55764	STAT4-AS1	STAT4 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	2q32.2	02q32.2					Antisense RNAs	1987	2021-07-22	2021-07-22	2021-07-22	2021-07-22	105373805	ENSG00000231858				NR_136318																									URS00008B99C8					
HGNC:44101	STAU2-AS1	STAU2 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	8q21.11	08q21.11				STAU2 antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2012-06-22		2012-08-15	2012-10-12	100128126	ENSG00000253302	OTTHUMG00000164568	uc003xzl.4	AK056720	NR_038406																									URS000075D7E2	STAU2-AS1		HGNC:44101		
HGNC:56137	STEAP1B-AS1	STEAP1B antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	7p15.3	07p15.3					Antisense RNAs	1987	2022-01-12			2023-02-27	100506178	ENSG00000232759				NR_038393			32328347																						URS000075CB08					
HGNC:56643	STEAP1B-AS2	STEAP1B antisense RNA 2	non-coding RNA	RNA, long non-coding	Approved	7p15.3	07p15.3	MRF	MCP1 regulatory factor			Antisense RNAs	1987	2024-11-14			2024-11-14		ENSG00000232949							36127734																											
HGNC:40820	STEAP2-AS1	STEAP2 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	7q21.13	07q21.13				STEAP2 antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2011-09-30		2012-08-15	2021-07-29	100874100	ENSG00000227646	OTTHUMG00000065036	uc064fdm.1		NR_110029																									URS000075AF5F	STEAP2-AS1		HGNC:40820		
HGNC:41053	STEAP3-AS1	STEAP3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	2q14.2	02q14.2				STEAP3 antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2011-09-30		2012-08-15	2014-11-19	100874111	ENSG00000229867	OTTHUMG00000153297	uc061nhy.1		NR_046721																									URS000057473A	STEAP3-AS1		HGNC:41053		
HGNC:40568	STIM1-AS1	STIM1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	11p15.4	11p15.4					Antisense RNAs	1987	2020-03-27			2020-03-27	105376527	ENSG00000228661	OTTHUMG00000012285			NR_183662																									URS00003B4C7A					
HGNC:40879	STIM2-AS1	STIM2 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	4p15.2	04p15.2					Antisense RNAs	1987	2018-11-04			2018-11-04	105374546	ENSG00000240005	OTTHUMG00000159680			NR_134673																									URS0000A777FE			HGNC:40879		
HGNC:43811	STK4-DT	STK4 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	20q13.12	20q13.12			STK4-AS1	"STK4 antisense RNA 1 (non-protein coding)|STK4 antisense RNA 1|STK4 antisense RNA 1 (head to head)"	Divergent transcripts	1990	2012-03-09	2021-07-30	2021-07-30	2021-07-30	100505826	ENSG00000227477	OTTHUMG00000032555	uc002xna.3		NR_038341																									URS000075CC20	STK4-AS1		HGNC:43811		
HGNC:39935	STK24-AS1	STK24 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	13q32.2	13q32.2				STK24 antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2011-04-13		2012-08-15	2021-09-03	100874069	ENSG00000224418	OTTHUMG00000017249	uc058xye.1		NR_046542																									URS0000BC4514	STK24-AS1		HGNC:39935		
HGNC:53468	STK32A-AS1	STK32A antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	5q32	05q32	CTC-255N20				Antisense RNAs	1987	2017-04-27			2017-04-27	105378217	ENSG00000250343	OTTHUMG00000163410			NR_147190			28415557																						URS0000BC4541			HGNC:53468		
HGNC:41209	STPG2-AS1	STPG2 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	4q22.3	04q22.3				STPG2 antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2012-07-30		2012-08-15	2014-11-19	101410545	ENSG00000251620	OTTHUMG00000161180	uc031sgo.1	DA719663	NR_102713																									URS0000318563	STPG2-AS1		HGNC:41209		
HGNC:51176	STPG3-AS1	STPG3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	9q34.3	09q34.3			C9orf173-AS1	C9orf173 antisense RNA 1	Antisense RNAs	1987	2014-07-31	2016-08-12	2016-08-12	2016-08-12	100129722	ENSG00000275549	OTTHUMG00000187409		AK097764	NR_038389																									URS000075DD9B			HGNC:51176		
HGNC:44585	STT3A-AS1	STT3A antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	11q24.2	11q24.2					Antisense RNAs	1987	2012-11-19			2012-11-19	105369550	ENSG00000254671	OTTHUMG00000165869	uc058iva.1	"DB470444|DB453285"	NR_132372																									URS00008E39E6	STT3A-AS1		HGNC:44585		
HGNC:54519	STUB1-DT	STUB1 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	16p13.3	16p13.3	LA16c-313D11.9		LINC02867	long intergenic non-protein coding RNA 2867	Divergent transcripts	1990	2019-09-18	2020-12-21	2020-12-21	2020-12-21	105371184	ENSG00000260394				NR_136337			26807189																						URS000001DDD6			HGNC:54519		
HGNC:55488	STX5-DT	STX5 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	11q12.3	11q12.3					Divergent transcripts	1990	2021-03-11			2021-03-11	105369332	ENSG00000256690				NR_135084																									URS00003FA36E					
HGNC:48877	STX18-AS1	STX18 antisense RNA 1 (head to head)	non-coding RNA	RNA, long non-coding	Approved	4p16.2	04p16.2	LOC100507266				Antisense RNAs	1987	2013-06-15			2013-06-21	100507266	ENSG00000247708	OTTHUMG00000159923			NR_037888			23708191																						URS000075B50B	STX18-AS1		HGNC:48877		
HGNC:41415	STX18-IT1	STX18 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	4p16.3	04p16.3				STX18 intronic transcript 1 (non-protein coding)	Intronic transcripts	1989	2011-05-31		2015-02-25	2015-02-25	104472519	ENSG00000248221	OTTHUMG00000159966	uc062uwo.1		NR_126434																									URS0000470E21	STX18-IT1		HGNC:41415		
HGNC:44183	STXBP5-AS1	STXBP5 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	6q24.3	06q24.3				STXBP5 antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2012-06-30		2012-08-15	2019-06-19	729178	ENSG00000233452	OTTHUMG00000015762	uc063scl.1	BC044307	NR_034115			31212131																						URS000075A035	STXBP5-AS1		HGNC:44183		
HGNC:39965	SUCLA2-AS1	SUCLA2 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	13q14.2	13q14.2				SUCLA2 antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2011-04-18		2012-08-15	2014-11-19	101929410	ENSG00000227848	OTTHUMG00000016887	uc058wxx.1		NR_189308																									URS00004D4D47	SUCLA2-AS1		HGNC:39965		
HGNC:49643	SUCLG2-DT	SUCLG2 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	3p14.1	03p14.1			SUCLG2-AS1	SUCLG2 antisense RNA 1 (head to head)	Divergent transcripts	1990	2014-01-28	2021-06-24	2021-06-24	2021-06-24	101927111	ENSG00000241316	OTTHUMG00000158739			NR_109992																									URS000075E742	SUCLG2-AS1		HGNC:49643		
HGNC:40745	SUGCT-AS1	SUGCT antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	7p14.1	07p14.1					Antisense RNAs	1987	2020-03-27			2020-03-27	101928716	ENSG00000203446	OTTHUMG00000155092			NR_183314																									URS000008B628					
HGNC:54809	SUGT1-DT	SUGT1 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	13q14.3	13q14.3					Divergent transcripts	1990	2020-01-17			2020-07-16	116435302	ENSG00000273723				NR_170300			32079618																						URS00021231EC					
HGNC:55385	SUNO1	S-phase upregulated non-coding 1	non-coding RNA	RNA, long non-coding	Approved	19q13.11	19q13.11					Long non-coding RNAs with non-systematic symbols	1992	2020-12-10			2020-12-10	119863868	ENSG00000277013				NR_186328			33108271																						URS00025F794A					
HGNC:55188	SUV39H2-DT	SUV39H2 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	10p13	10p13					Divergent transcripts	1990	2020-08-12			2023-06-22	124902382	ENSG00000272853				NR_186427																									URS00025E560C					
HGNC:55583	SV2C-AS1	SV2C antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	5q13.3	05q13.3					Antisense RNAs	1987	2021-04-23			2021-04-23	105379041	ENSG00000248127				NR_183290																									URS000009540E					
HGNC:58251	SV2C-AS2	SV2C antisense RNA 2	non-coding RNA	RNA, long non-coding	Approved	5q13.3	05q13.3					Antisense RNAs	1987	2025-01-24			2025-01-24	105379042	ENSG00000250348																																		
HGNC:51219	SVIL-AS1	SVIL antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	10p11.23	10p11.23	RP11-534G20.3				Antisense RNAs	1987	2014-08-07			2016-12-21	102724316	ENSG00000224597	OTTHUMG00000017881			NR_110920			27716329																						URS000075A1D1	SVIL-AS1		HGNC:51219		
HGNC:43709	SWINGN	SWI/SNF complex interacting GAS6 enhancer non-coding RNA	non-coding RNA	RNA, long non-coding	Approved	13q34	13q34		SWI/SNF Interacting GAS6 enhancer Noncoding RNA	LINC00565	long intergenic non-protein coding RNA 565	Long non-coding RNAs with non-systematic symbols	1992	2012-01-31	2022-03-23	2022-03-23	2022-03-25	100861555	ENSG00000260910	OTTHUMG00000176086	uc031qnq.2	AK092053	NR_047495			32071317																						URS000075E942			HGNC:43709		
HGNC:55741	SYBU-AS1	SYBU antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	8q23.2	08q23.2	AC079061.1				Antisense RNAs	1987	2021-07-20			2022-10-13	100132813	ENSG00000248050				NR_161375			36038907																						URS0000E60A25					
HGNC:58331	SYMPK-AS1	SYMPK antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	19q13.32	19q13.32					Antisense RNAs	1987	2025-02-06			2025-02-06		ENSG00000269148																																		
HGNC:40569	SYN3-AS1	SYN3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	22q12.3	22q12.3					Antisense RNAs	1987	2020-03-27			2020-03-27	105373004	ENSG00000236054	OTTHUMG00000058269			XR_001755501																									URS0000519E60					
HGNC:56730	SYNAGE	synapse stability regulating cerebellar lncRNA	non-coding RNA	RNA, long non-coding	Approved	16q12.1	16q12.1					Long non-coding RNAs with non-systematic symbols	1992	2024-11-04			2024-11-04	102724859	ENSG00000279249							33762741	MGI:3780864																										
HGNC:40793	SYNE1-AS1	SYNE1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	6q25.2	06q25.2				SYNE1 antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2012-05-31		2012-08-15	2014-11-19	100505475	ENSG00000234577	OTTHUMG00000015843	uc063sin.1	"CK821189|BI962584|BX107936"	NR_120501																									URS000075D5DF	SYNE1-AS1		HGNC:40793		
HGNC:56940	SYNE3-AS1	SYNE3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	14q32.13	14q32.13	AL133467.1				Antisense RNAs	1987	2023-10-19			2023-10-19	101929107	ENSG00000258572				NR_188030																														
HGNC:53831	SYNGAP1-AS1	SYNGAP1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	6p21.32	06p21.32	SYNGAP1-AS				Antisense RNAs	1987	2018-03-28			2018-03-28	112390310	ENSG00000274259				NR_174954			24007600																						URS00025E34C0					
HGNC:41387	SYNJ2-IT1	SYNJ2 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	6q25.3	06q25.3				SYNJ2 intronic transcript 1 (non-protein coding)	Intronic transcripts	1989	2011-05-31		2015-02-25	2015-02-25	100874300	ENSG00000233496	OTTHUMG00000015901	uc031sqq.1		NR_046796																									URS00000832A9	SYNJ2-IT1		HGNC:41387		
HGNC:55421	SYNM-AS1	SYNM antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	15q26.3	15q26.3					Antisense RNAs	1987	2021-01-07			2021-01-07	105371016	ENSG00000259475				NR_187219																									URS000012B869					
HGNC:56228	SYNM-AS2	SYNM antisense RNA 2	non-coding RNA	RNA, long non-coding	Approved	15q26.3	15q26.3	TP53LC11				Antisense RNAs	1987	2022-04-20			2023-02-22	125177379	ENSG00000261054							35609991																						URS0000585837					
HGNC:55242	SYNPO2L-AS1	SYNPO2L antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	10q22.2	10q22.2					Antisense RNAs	1987	2020-09-17			2020-09-17	105378360	ENSG00000271848				NR_187518																									URS0000EF1414					
HGNC:40774	SYNPR-AS1	SYNPR antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	3p14.2	03p14.2	LncFASA	lncRNA Ferroptosis-Associated SYNPR-AS1		SYNPR antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2011-07-28		2012-08-15	2024-08-08	100874016	ENSG00000241359	OTTHUMG00000158700	uc031sai.1		NR_046677			37955780																						URS000013C88D	SYNPR-AS1		HGNC:40774		
HGNC:40571	SYP-AS1	SYP antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	Xp11.23	Xp11.23				SYP antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2011-07-29		2012-08-15	2014-11-19	100873921	ENSG00000237341	OTTHUMG00000024133	uc033edc.2		NR_046649																									URS000075CF9F	SYP-AS1		HGNC:40571		
HGNC:58105	SYT1-AS1	SYT1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	12q21.2	12q21.2	AC027288.3				Antisense RNAs	1987	2024-09-05			2024-09-05		ENSG00000257894							38727314																											
HGNC:40572	SYT2-AS1	SYT2 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	1q32.1	01q32.1	RP11-569A11.1				Antisense RNAs	1987	2023-02-24			2023-02-24	129810494	ENSG00000226862	OTTHUMG00000041394						33942366																						URS00005BA32A					
HGNC:56173	SYT9-AS1	SYT9 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	11p15.4	11p15.4					Antisense RNAs	1987	2022-01-14			2022-01-14	100506258	ENSG00000251364				NR_103855																									URS000075A6FA					
HGNC:56167	SYT15-AS1	SYT15 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	10q11.22	10q11.22					Antisense RNAs	1987	2022-01-14			2022-01-14	101927699	ENSG00000231187				NR_155739																									URS0000D78064					
HGNC:41225	SZT2-AS1	SZT2 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	1p34.2	01p34.2				SZT2 antisense RNA 1 (non-protein coding)	Antisense RNAs	1987	2011-06-10		2012-08-15	2014-11-19	100873952	ENSG00000229372	OTTHUMG00000007428	uc057fnr.1		NR_046744																									URS000047ED7C	SZT2-AS1		HGNC:41225		
HGNC:53508	TAB2-AS1	TAB2 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	6q25.1	06q25.1					Antisense RNAs	1987	2017-05-12			2017-05-12	105378049	ENSG00000225924	OTTHUMG00000191683			NR_149096																									URS0000BC461A			HGNC:53508		
HGNC:20176	TAB3-AS1	TAB3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	Xp21.2	Xp21.2	OTTHUMG00000021331		CXorf29	"chromosome X open reading frame 29|TAB3 antisense RNA 1 (non-protein coding)"	Antisense RNAs	1987	2006-06-30	2011-04-28	2012-08-15	2014-11-19	727682	ENSG00000231542	OTTHUMG00000021331	uc064ylp.1		NR_145449																									URS0000ABD80D	TAB3-AS1		HGNC:20176		
HGNC:40013	TAB3-AS2	TAB3 antisense RNA 2	non-coding RNA	RNA, long non-coding	Approved	Xp21.2	Xp21.2				TAB3 antisense RNA 2 (non-protein coding)	Antisense RNAs	1987	2011-04-28		2012-08-15	2014-11-19	100873926	ENSG00000235512	OTTHUMG00000021330	uc064ylr.1	BI002962																										URS0000776213	TAB3-AS2				
HGNC:58214	TAC4-AS1	TAC4 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	17q21.33	17q21.33					Antisense RNAs	1987	2025-01-17			2025-01-17		ENSG00000204584																																		
HGNC:58209	TACR1-AS1	TACR1 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	2p12	02p12					Antisense RNAs	1987	2025-01-17			2025-01-17	105374811	ENSG00000270571				NR_168009																														
HGNC:55593	TACR3-AS1	TACR3 antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	4q24	04q24	RP11-297P16.3				Antisense RNAs	1987	2021-04-28			2021-04-28	121233924	ENSG00000251577				NR_186501			33893613																						URS000009066D					
HGNC:40573	TAF1A-AS1	TAF1A antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	1q41	01q41					Antisense RNAs	1987	2014-05-21			2014-11-19	100506161	ENSG00000225265	OTTHUMG00000037542			NR_110613																									URS000075D6B5	TAF1A-AS1		HGNC:40573		
HGNC:52502	TAF12-DT	TAF12 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	1p35.3	01p35.3			LINC01715	long intergenic non-protein coding RNA 1715	Divergent transcripts	1990	2016-11-08	2021-07-28	2021-07-28	2021-07-28	105378616	ENSG00000229388	OTTHUMG00000003649			NR_146730																									URS0000BC450F			HGNC:52502		
HGNC:55239	TAGAP-AS1	TAGAP antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	6q25.3	06q25.3					Antisense RNAs	1987	2020-09-16			2020-09-16	105378083	ENSG00000271913				NR_183545																									URS0000EF263B					
HGNC:54476	TALAM1	TALAM1 transcript, MALAT1 antisense RNA	non-coding RNA	RNA, long non-coding	Approved	11q13.1	11q13.1					Long non-coding RNAs with non-systematic symbols	1992	2019-08-07			2021-09-30	109136579	ENSG00000289740				NR_145459			"26826711|31382922"																						URS0000ABD7D9			HGNC:54476		
HGNC:32680	TAMALIN-AS1	TAMALIN antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	12q13.13	12q13.13			"GRASPOS|GRASP-AS1"	"GRP1-associated scaffold protein opposite strand|GRASP antisense RNA 1"	Antisense RNAs	1987	2006-03-31	2020-02-14	2020-02-14	2020-02-14	692159				BC028005	NR_146770																									URS0000BC446D			HGNC:32680		
HGNC:56695	TANAR	TWIST1 associated long noncoding RNA regulated by androgen receptor	non-coding RNA	RNA, long non-coding	Approved	2q37.3	02q37.3		Twist1 Associated Long Noncoding RNA regulated by AR			Long non-coding RNAs with non-systematic symbols	1992	2023-01-13			2023-01-13	128266846	ENSG00000223991				NR_186276			33510354																						URS000060F02B					
HGNC:40575	TANK-AS1	TANK antisense RNA 1	non-coding RNA	RNA, long non-coding	Approved	2q24.2	02q24.2					Antisense RNAs	1987	2020-03-27			2020-03-27	105373719	ENSG00000224467	OTTHUMG00000151886			NR_187173																									URS0000331975					
HGNC:26832	TAPT1-AS1	TAPT1 antisense RNA 1 (head to head)	non-coding RNA	RNA, long non-coding	Approved	4p15.32	04p15.32	FLJ39653				Antisense RNAs	1987	2012-11-06		2012-11-06	2012-11-06	202020	ENSG00000263327	OTTHUMG00000160321	uc062vkf.1		NR_027696																									URS000075A9DF	TAPT1-AS1		HGNC:26832		
HGNC:50506	TARID	TCF21 antisense RNA inducing promoter demethylation	non-coding RNA	RNA, long non-coding	Approved	6q23.2	06q23.2			EYA4-AS1	EYA4 antisense RNA 1	Long non-coding RNAs with non-systematic symbols	1992	2014-05-13	2014-08-20	2014-08-20	2018-09-12	100507308	ENSG00000227954	OTTHUMG00000015607			NR_109982			25087872					616058																	URS0000759C5B	TARID		HGNC:50506		
HGNC:55565	TARS1-DT	TARS1 divergent transcript	non-coding RNA	RNA, long non-coding	Approved	5p13.3	05p13.3					Divergent transcripts	1990	2021-04-14			2021-04-14	107986411	ENSG00000249572				XR_001742630																									URS00025E6AA0					
